article_id,article_name,total_demand,demand_satisfied_from_stock,achieved_fill_rate,target_fill_rate,slow_mover,purchasing_cost,holding_cost,total_cost
1111,Puzzles,92,92,1.0,0.874999999999925,true,20666.91199999999,77.33852977412734,20744.250529774115
1126,Table paper,3940,3940,1.0,0.5,false,88467.12,3285.264078850103,91752.3840788501
1127,Table paper,16478,16478,1.0,0.9687499999999063,false,76829.44499999999,363.9990973305952,77193.44409733059
1129,Kitchen tools,5969,5969,1.0,0.9998779296874001,false,420272.97199999995,2226.09906940452,422499.0710694045
1131,Bicycle accessories,5319,5319,1.0,0.874999999999925,false,89015.766,1108.238071047229,90124.00407104724
1134,Ironing boards,4323,4323,1.0,0.5,false,2034548.3969999999,554517.2777383983,2589065.6747383983
1135,"Cloths, mops, sponges and brush",9812,9812,1.0,0.9687499999999063,false,116771.36799999999,528.2024410677615,117299.57044106774
1136,Kitchen textile,9291,9291,1.0,0.5,false,133525.97999999998,9709.38924024641,143235.3692402464
1137,Table textiles,2134,2134,1.0,0.9374999999999125,false,71751.288,814.3655515400416,72565.65355154005
1138,Table textiles,1839,1839,1.0,0.9687499999999063,false,53377.27500000001,362.30006365503056,53739.57506365504
1139,Table textiles,1671,1671,1.0,0.9843749999999032,false,66397.632,427.4685055441472,66825.10050554415
1141,Bath textiles and bath mats,40275,40275,1.0,0.5,false,404690.64999999997,78256.47884188911,482947.1288418891
1162,Light bulbs,3278,3278,1.0,0.74999999999995,false,30946.783000000007,250.61349404517446,31197.39649404518
1164,Batteries,72564,70119,0.9663056060856623,0.9999999403952553,false,1241256.9259999997,4399.9483190965075,1245656.8743190963
1166,Batteries,23330,23330,1.0,0.9687499999999063,false,348117.5110000003,765.7573704312106,348883.2683704315
1167,Batteries,59284,59284,1.0,0.9687499999999063,false,1830167.2619999999,3506.4021252566727,1833673.6641252565
1170,Tableware,2968,2968,1.0,0.5,false,57410.30399999999,3626.708149897331,61037.01214989732
1171,Stairs,9932,6652,0.6697543294401933,0.9999999403952553,false,1633140.3060000008,13057.367425872711,1646197.6734258735
1172,"Cloths, mops, sponges and brush",22256,20775,0.9334561466570812,0.9999999403952553,false,653010.2180000001,4893.13860287473,657903.3566028748
1173,Racks and pockets,14647,14647,1.0,0.5,false,251331.549,24009.029716632424,275340.57871663244
1174,Store kitchen,3367,3367,1.0,0.9687499999999063,false,826184.9049999994,8323.535941273116,834508.4409412725
1178,Baskets,7854,7854,1.0,0.874999999999925,false,153703.34699999998,834.7867219712525,154538.13372197124
1182,Laundry baskets,15616,14621,0.9362832991803278,0.9999999403952553,false,974343.8529999998,15251.106489938411,989594.9594899382
1183,Baskets,6644,6644,1.0,0.9687499999999063,false,85438.50700000003,634.5410106776172,86073.04801067764
1184,Baskets,7237,7237,1.0,0.5,false,59111.36,3125.4823030800826,62236.842303080084
1186,Cleaning products,612,612,1.0,0.9374999999999125,true,26045.25,840.4377659137585,26885.687765913757
1187,Suitcases,691,691,1.0,0.874999999999925,false,120015.35700000002,1338.0206833675554,121353.37768336758
1188,Cleaning products,6544,6544,1.0,0.9995117187499001,false,237443.07999999996,1214.6741519507182,238657.75415195068
1189,Wash treatment and accessories,308,308,1.0,0.74999999999995,false,1276864.3930000002,21561.805272689955,1298426.1982726902
1191,Cleaning products,39534,39534,1.0,0.9995117187499001,false,501743.3399999999,9426.179146611923,511169.51914661186
1201,Electric personal care,10934,10934,1.0,0.9921874999999016,false,410969.56599999993,617.6882045174541,411587.2542045174
1202,Kitchen appliances,308,308,1.0,0.5,false,1549869.167,224089.1980821346,1773958.3650821345
1205,Kitchen tools,32617,32617,1.0,0.9980468749999003,false,252753.29099999994,1673.242726078028,254426.53372607796
1209,Cooking pans,13941,13941,1.0,0.5,false,613093.698,70924.33295852153,684018.0309585215
1218,Personal care,7639,7639,1.0,0.5,false,60342.74399999999,6291.681826694049,66634.42582669405
1243,Photo frames & albums,17610,17610,1.0,0.9843749999999032,false,126602.60200000004,309.47614332648857,126912.07814332654
1245,Clocks,11810,11810,1.0,0.5,false,518089.845,91277.31939383988,609367.1643938399
1248,Coffee makers and kettles,22220,22220,1.0,0.9980468749999003,false,3719114.574000001,22735.324415195057,3741849.898415196
1253,Frying pans,5926,5926,1.0,0.9374999999999125,false,115963.49799999999,713.8170887063651,116677.31508870635
1262,Construction,274,274,1.0,0.74999999999995,true,4651.542,30.339195893223827,4681.881195893224
1272,Hobby and creative,16598,16598,1.0,0.9921874999999016,false,509522.9579999998,1562.294045585216,511085.252045585
1282,Table paper,17848,17848,1.0,0.874999999999925,false,694925.973,23532.19272073921,718458.1657207392
1283,Measuring and weighing,17922,17922,1.0,0.5,false,878406.557,282841.4345724844,1161247.9915724844
1284,Ironing boards,5848,5848,1.0,0.9999847412108376,false,1278540.1859999998,3225.5800262833645,1281765.7660262831
1286,Ironing boards,16453,16453,1.0,0.74999999999995,false,441176.54000000004,18845.41740657084,460021.9574065709
1288,Drying racks,4537,4537,1.0,0.5,false,3173185.322999999,1119075.8234303903,4292261.146430389
1289,Bicycle accessories,5244,5244,1.0,0.9960937499999007,false,253718.70299999992,1522.1783679671462,255240.88136796706
1290,Window and squeegees,50817,44908,0.8837200149556251,0.9999999403952553,false,1258782.0839999998,13754.846057494877,1272536.9300574947
1293,Table textiles,904,904,1.0,0.9843749999999032,false,43058.399999999994,458.49373305954794,43516.89373305954
1294,Bed textile,3886,3886,1.0,0.5,false,346646.902,9868.114789322386,356515.01678932237
1296,Bath textiles and bath mats,26880,26880,1.0,0.5,false,575702.47,77450.67762217658,653153.1476221766
1304,Tableware,5563,5563,1.0,0.9374999999999125,true,178270.7850000001,1108.4812484599577,179379.26624846004
1307,Suitcases,491,491,1.0,0.874999999999925,false,185167.96199999994,797.3881080082125,185965.35010800816
1314,Dishwashing articles,284,284,1.0,0.5,false,992446.3639999997,105104.75054702259,1097551.1145470224
1316,Cutlery,2105,2105,1.0,0.874999999999925,false,4597.019000000001,47.05456919917865,4644.0735691991795
1318,Foods,634,634,1.0,0.5,false,94701.663,10222.11174332648,104923.77474332647
1321,Vases,434,434,1.0,0.74999999999995,false,22147.65,240.83774537987665,22388.487745379876
1322,"Glasses (drink, beer, wine etc)",417,417,1.0,0.5,false,12232.78,154.5117618069816,12387.291761806982
1327,Tableware,4841,4841,1.0,0.874999999999925,false,30406.201,218.58286529774108,30624.78386529774
1330,Cutlery,2487,2487,1.0,0.74999999999995,false,33759.096000000005,239.84059466119086,33998.936594661194
1333,Cutlery,418,418,1.0,0.874999999999925,true,4224.597999999999,20.256562628336756,4244.854562628336
1334,Hobby and creative,1836,1836,1.0,0.9374999999999125,true,10744.271999999997,55.98273141683778,10800.254731416835
1337,Hobby and creative,6390,6390,1.0,0.9687499999999063,false,181012.65000000008,500.64331170431103,181513.2933117044
1340,Games,5073,5073,1.0,0.9980468749999003,true,136098.298,1119.215663655031,137217.51366365503
1347,Stuffed animals,3581,3581,1.0,0.874999999999925,false,41661.71099999997,508.23574743326475,42169.946747433234
1356,"Glasses (drink, beer, wine etc)",8720,8720,1.0,0.9960937499999007,false,126867.15999999999,1725.0372525667372,128592.19725256672
1357,"Glasses (drink, beer, wine etc)",1325,1325,1.0,0.874999999999925,false,33529.104,254.1327548254619,33783.23675482546
1361,Light bulbs,1538,1538,1.0,0.9374999999999125,false,17033.792999999998,121.75786776180696,17155.550867761805
1362,Batteries,114318,114318,1.0,0.9997558593749001,false,924556.4999999999,3161.1376755646784,927717.6376755646
1368,"Glasses (drink, beer, wine etc)",5144,5144,1.0,0.74999999999995,false,54163.242,5886.786570431205,60050.028570431205
1369,"Glasses (drink, beer, wine etc)",1827,1827,1.0,0.9960937499999007,true,17139.521000000004,78.77610841889113,17218.297108418894
1373,Wash treatment and accessories,8522,8522,1.0,0.9374999999999125,false,27997.032,336.1819367556465,28333.213936755645
