article_id,article_name,total_demand,demand_satisfied_from_stock,achieved_fill_rate,target_fill_rate,slow_mover,holding_cost
1111,Puzzles,92,92,1.0,0.9968196442064448,true,78.16008542094485
1126,Table paper,3940,3940,1.0,0.9994702229304735,false,950.8937987679668
1127,Table paper,16478,16478,1.0,0.9998770551868096,false,94.15449609856262
1129,Kitchen tools,5969,5969,1.0,0.9987798767434987,false,272.43414989733054
1131,Bicycle accessories,5319,5319,1.0,0.9996109316058656,false,176.89203819301844
1134,Ironing boards,4323,4323,1.0,0.9839021124765821,false,822.226126078028
1135,"Cloths, mops, sponges and brush",9812,9812,1.0,0.9998794339462118,false,106.44532895277204
1136,Kitchen textile,9291,9291,1.0,0.9997625169844888,false,1193.6140410677622
1137,Table textiles,2134,2134,1.0,0.998622458284674,false,149.05095687885006
1138,Table textiles,1839,1839,1.0,0.9989439998501851,false,119.46191088295686
1139,Table textiles,1671,1671,1.0,0.9988361484134318,false,129.15407063655022
1141,Bath textiles and bath mats,40275,40275,1.0,0.9999459702928878,false,1044.3643963039017
1151,Outdoor toys,1211,1211,1.0,0.998857674552821,true,638.2712344969194
1162,Light bulbs,3278,3278,1.0,0.9996772871326394,false,68.1370369609856
1164,Batteries,72564,67745,0.93358965878397,0.9997623931165579,false,428.9102813141685
1166,Batteries,23330,23330,1.0,0.999790256863503,false,148.52161601642692
1167,Batteries,59284,59284,1.0,0.9995226154005651,false,563.8425400410678
1170,Tableware,2968,2822,0.9508086253369272,0.9991116152261554,false,109.65455728952765
1171,Stairs,9932,6196,0.6238421264599275,0.9950811385751525,false,530.0483137577003
1172,"Cloths, mops, sponges and brush",22256,20351,0.9144051042415529,0.9994786529582308,false,474.21391622176577
1173,Racks and pockets,14647,12876,0.8790878678227624,0.9997332853426247,false,733.3983080082133
1174,Store kitchen,3367,3367,1.0,0.9965774110637746,false,911.9785305954823
1178,Baskets,7854,7792,0.9921059332824038,0.9992368647018363,false,126.88967556468171
1180,Construction,744,744,1.0,0.9962048868761311,true,320.42895564681703
1182,Laundry baskets,15616,10311,0.6602843237704918,0.9971859464886248,false,468.1948160164271
1183,Baskets,6644,6644,1.0,0.9994824695241424,false,79.42279917864474
1184,Baskets,7237,7237,1.0,0.9997216073309988,false,317.9835006160165
1186,Cleaning products,612,612,1.0,0.999511046219138,true,83.09928542094457
1187,Suitcases,691,665,0.9623733719247467,0.9935894611725719,false,165.8856061601644
1188,Cleaning products,6544,6544,1.0,0.9991756975687549,false,197.69986447638604
1189,Wash treatment and accessories,308,308,1.0,0.9991425731604695,false,980.0214110882954
1191,Cleaning products,39534,31904,0.8070015682703495,0.9994624848572621,false,234.82764024640647
1201,Electric personal care,10934,10934,1.0,0.9993683453469334,false,99.35755154004104
1202,Kitchen appliances,308,308,1.0,0.9908843785467398,false,2094.2088266940445
1205,Kitchen tools,32617,32617,1.0,0.9999109838814495,false,256.95591375770016
1209,Cooking pans,13941,10112,0.7253425148841547,0.9962371288017662,false,539.60765174538
1218,Personal care,7639,7639,1.0,0.9997519931468709,false,57.68947515400405
1243,Photo frames & albums,17610,17610,1.0,0.9998237497728212,false,119.16019794661193
1245,Clocks,11810,10936,0.9259949195596952,0.999552835868577,false,707.2246784394248
1248,Coffee makers and kettles,22220,22220,1.0,0.9921760123225022,false,12164.433647227928
1253,Frying pans,5926,5926,1.0,0.9986293883145874,false,282.365568788501
1262,Construction,274,274,1.0,0.9988011699787231,true,144.73956344969213
1272,Hobby and creative,16598,16123,0.9713820942282203,0.9989260243247176,false,354.4765273100616
1282,Table paper,17848,17718,0.9927162707306141,0.9995689934819554,false,1612.9299843942501
1283,Measuring and weighing,17922,7704,0.4298627385336458,0.999568395101706,false,157.34932320328537
1284,Ironing boards,5848,5716,0.9774281805745554,0.9866935534413034,false,357.2317761806983
1286,Ironing boards,16453,16453,1.0,0.9995944866567502,false,1183.23095687885
1288,Drying racks,4537,4537,1.0,0.9954356108057045,false,11967.308489938394
1289,Bicycle accessories,5244,5244,1.0,0.9987705811420151,false,363.82399096509255
1290,Window and squeegees,50817,30635,0.602849440147982,0.9994231922419297,false,2773.741214784394
1293,Table textiles,904,904,1.0,0.9985303249007392,false,135.446636550308
1294,Bed textile,3886,2734,0.7035512094698919,0.9972661372567326,false,2459.498312936345
1296,Bath textiles and bath mats,26880,26880,1.0,0.9993578471002686,false,4794.594560574951
1304,Tableware,5563,5563,1.0,0.9990492313424522,true,327.121613963039
1307,Suitcases,491,491,1.0,0.9882776275892429,false,273.75394455852177
1314,Dishwashing articles,284,284,1.0,0.9989913133788472,false,5783.050960164268
1316,Cutlery,2105,2105,1.0,0.9998659276094197,false,19.628827926078028
1318,Foods,634,634,1.0,0.999730539338153,false,85.67889609856262
1321,Vases,434,434,1.0,0.9994095038243238,false,67.81937494866528
1322,"Glasses (drink, beer, wine etc)",417,417,1.0,0.9997493598597464,false,63.964591375769984
1327,Tableware,4841,4841,1.0,0.9995672666731615,false,79.40709445585216
1330,Cutlery,2487,2487,1.0,0.9990813866378268,false,92.0886997946612
1333,Cutlery,418,418,1.0,0.9988808572832006,true,31.961646406570853
1334,Hobby and creative,1836,1836,1.0,0.9996131373507507,true,33.007923613963044
1337,Hobby and creative,6390,6390,1.0,0.9991878473869494,false,101.73039917864475
1340,Games,5073,5073,1.0,0.997591357973561,true,323.27789527720734
1347,Stuffed animals,3581,3581,1.0,0.9991857464994053,false,53.914192607802846
1352,Hobby and creative,252,252,1.0,0.9965870402895567,true,1302.3355256673506
1356,"Glasses (drink, beer, wine etc)",8720,8439,0.9677752293577981,0.9992077826331457,false,226.53701848049258
1357,"Glasses (drink, beer, wine etc)",1325,1325,1.0,0.9996532425662651,false,98.88088459958936
1361,Light bulbs,1538,1538,1.0,0.9995812833195561,false,71.85914825462011
1362,Batteries,114318,113132,0.9896254308157946,0.9997894595296184,false,436.48159342915824
1368,"Glasses (drink, beer, wine etc)",5144,5144,1.0,0.9997368985788377,false,45.736990965092374
1369,"Glasses (drink, beer, wine etc)",1827,1827,1.0,0.9993954318691644,true,75.48423408624218
1373,Wash treatment and accessories,8522,8371,0.9822811546585308,0.9997565970814777,false,40.59155975359343
1378,Drink & food To Go,7829,7589,0.9693447439008813,0.999114179510049,false,148.83639753593428
1379,Window and squeegees,74989,65151,0.8688074250890131,0.9998802125798154,false,146.03864271047226
1380,Window and squeegees,115118,88623,0.7698448548445942,0.9990828536138175,false,1676.96332238193
1382,Others,3977,3977,1.0,0.9995159062345715,false,443.0970792607802
1383,Table textiles,36285,35763,0.9856138900372055,0.9998041165389365,false,959.2757108829562
1384,Baskets,2516,2516,1.0,0.9970458032358309,false,213.34188911704302
