article_id,article_name,total_demand,demand_satisfied_from_stock,achieved_fill_rate,target_fill_rate,slow_mover,holding_cost
1111,Puzzles,92,92,1.0,0.9999681964420646,true,260.90006735112905
1126,Table paper,3940,3940,1.0,0.9999947022293048,false,1028.8182012320335
1127,Table paper,16478,16478,1.0,0.9999987705518681,false,111.51369979466119
1129,Kitchen tools,5969,5969,1.0,0.999987798767435,false,312.5348184804929
1131,Bicycle accessories,5319,5319,1.0,0.9999961093160586,false,199.44946201232028
1134,Ironing boards,4323,4323,1.0,0.9998390211247665,false,1322.7168579055437
1135,"Cloths, mops, sponges and brush",9812,9812,1.0,0.9999987943394621,false,125.72108090349076
1136,Kitchen textile,9291,9291,1.0,0.9999976251698449,false,1262.2497597535933
1137,Table textiles,2134,2134,1.0,0.9999862245828468,false,175.77316221765906
1138,Table textiles,1839,1839,1.0,0.9999894399985019,false,140.03608952772086
1139,Table textiles,1671,1671,1.0,0.9999883614841344,false,155.224419301848
1141,Bath textiles and bath mats,40275,40275,1.0,0.9999994597029289,false,1112.0994147843946
1151,Outdoor toys,1211,1211,1.0,0.9999885767455282,true,671.8524969199178
1162,Light bulbs,3278,3278,1.0,0.9999967728713264,false,87.62410841889124
1164,Batteries,72564,69045,0.9515048784521251,0.9999976239311656,false,536.5018049281313
1166,Batteries,23330,23330,1.0,0.9999979025686351,false,184.33709445585214
1167,Batteries,59284,59284,1.0,0.9999952261540057,false,733.3550517453795
1170,Tableware,2968,2968,1.0,0.9999911161522615,false,146.46572032854206
1171,Stairs,9932,6275,0.6317962142569472,0.9999508113857517,false,722.717561396304
1172,"Cloths, mops, sponges and brush",22256,20392,0.9162473040977714,0.9999947865295823,false,577.5029609856261
1173,Racks and pockets,14647,13600,0.9285177852119888,0.9999973328534263,false,844.899097330595
1174,Store kitchen,3367,3367,1.0,0.9999657741106379,false,1240.7680332648883
1178,Baskets,7854,7850,0.9994907053730583,0.9999923686470183,false,152.8128776180698
1180,Construction,744,744,1.0,0.9999620488687615,true,1181.3084895277211
1182,Laundry baskets,15616,11195,0.7168929303278688,0.9999718594648864,false,617.3273926078028
1183,Baskets,6644,6644,1.0,0.9999948246952415,false,94.47437453798764
1184,Baskets,7237,7237,1.0,0.99999721607331,false,367.40516796714576
1186,Cleaning products,612,612,1.0,0.9999951104621914,true,281.75643942505127
1187,Suitcases,691,691,1.0,0.999935894611726,false,240.97018767967134
1188,Cleaning products,6544,6544,1.0,0.9999917569756875,false,238.21715811088302
1189,Wash treatment and accessories,308,308,1.0,0.9999914257316047,false,1367.2634406570844
1191,Cleaning products,39534,33485,0.8469924621844488,0.9999946248485726,false,304.69807556468163
1201,Electric personal care,10934,10934,1.0,0.9999936834534694,false,129.82939383983572
1202,Kitchen appliances,308,308,1.0,0.9999088437854678,false,2989.0199018480484
1205,Kitchen tools,32617,32617,1.0,0.9999991098388145,false,293.19506899383964
1209,Cooking pans,13941,10358,0.7429883078688759,0.9999623712880178,false,782.9598086242296
1218,Personal care,7639,7639,1.0,0.9999975199314687,false,74.31616262833677
1243,Photo frames & albums,17610,17610,1.0,0.9999982374977282,false,148.52529856262828
1245,Clocks,11810,11810,1.0,0.9999955283586858,false,986.3140258726903
1248,Coffee makers and kettles,22220,22220,1.0,0.9999217601232254,false,13909.643183572893
1253,Frying pans,5926,5926,1.0,0.999986293883146,false,382.84503490759766
1262,Construction,274,274,1.0,0.9999880116997872,true,180.88068418891194
1272,Hobby and creative,16598,16573,0.9984937944330642,0.9999892602432472,false,436.01204435318283
1282,Table paper,17848,17848,1.0,0.9999956899348196,false,1851.823052156057
1283,Measuring and weighing,17922,12564,0.7010378305992635,0.9999956839510171,false,264.54154209445585
1284,Ironing boards,5848,5838,0.9982900136798906,0.9998669355344136,false,558.8591063655031
1286,Ironing boards,16453,16453,1.0,0.9999959448665675,false,1366.2197104722795
1288,Drying racks,4537,4537,1.0,0.9999543561080573,false,13138.020543326475
1289,Bicycle accessories,5244,5244,1.0,0.9999877058114202,false,433.2583995893225
1290,Window and squeegees,50817,31350,0.616919534801346,0.9999942319224193,false,3023.727566324433
1293,Table textiles,904,904,1.0,0.9999853032490075,false,154.6703901437371
1294,Bed textile,3886,2867,0.7377766340710242,0.9999726613725675,false,2645.2096468172485
1296,Bath textiles and bath mats,26880,26880,1.0,0.9999935784710027,false,5157.483831622178
1304,Tableware,5563,5563,1.0,0.9999904923134245,true,1203.4165564681725
1307,Suitcases,491,491,1.0,0.999882776275893,false,410.64509363449633
1314,Dishwashing articles,284,284,1.0,0.9999899131337885,false,6583.012386036961
1316,Cutlery,2105,2105,1.0,0.9999986592760942,false,23.96831622176592
1318,Foods,634,634,1.0,0.9999973053933815,false,112.88888501026703
1321,Vases,434,434,1.0,0.9999940950382432,false,80.39643449691992
1322,"Glasses (drink, beer, wine etc)",417,417,1.0,0.9999974935985975,false,74.97744558521559
1327,Tableware,4841,4841,1.0,0.9999956726667316,false,104.36726611909651
1330,Cutlery,2487,2487,1.0,0.9999908138663783,false,123.18912197125253
1333,Cutlery,418,418,1.0,0.999988808572832,true,107.26908090349076
1334,Hobby and creative,1836,1836,1.0,0.9999961313735075,true,38.15155523613961
1337,Hobby and creative,6390,6390,1.0,0.9999918784738695,false,133.23859219712523
1340,Games,5073,5073,1.0,0.9999759135797357,true,1058.5307117043121
1347,Stuffed animals,3581,3581,1.0,0.9999918574649941,false,70.44801437371662
1352,Hobby and creative,252,252,1.0,0.9999658704028958,true,1628.8021006160168
1356,"Glasses (drink, beer, wine etc)",8720,8720,1.0,0.9999920778263315,false,268.4287843942503
1357,"Glasses (drink, beer, wine etc)",1325,1325,1.0,0.9999965324256627,false,132.8612131416838
1361,Light bulbs,1538,1538,1.0,0.9999958128331956,false,89.78127268993836
